Variable.Name,Variable.Description,Data.File.Name,Data.File.Description,Begin.Year,EndYear,Component,Use.Constraints,epcf,varname,category,subcategory
DR1TATOA,Added alpha-tocopherol (Vitamin E) (mg),DR1TOT_H,"Dietary Interview - Total Nutrient Intakes, First Day",2013,2014,Dietary,None,e,DR1TATOA,nutrients,dietary interview
DR1TATOA,Added alpha-tocopherol (Vitamin E) (mg),DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None,e,DR1TATOA,nutrients,dietary interview
DR1TATOA,Added alpha-tocopherol (Vitamin E) (mg),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None,e,DR1TATOA,nutrients,dietary interview
DR1TATOC,Vitamin E as alpha-tocopherol (mg),DR1TOT_C,"Dietary Interview - Total Nutrient Intakes, First Day",2003,2004,Dietary,None,e,DR1TATOC,nutrients,dietary interview
DR1TATOC,Vitamin E as alpha-tocopherol (mg),DR1TOT_D,"Dietary Interview - Total Nutrient Intakes, First Day",2005,2006,Dietary,None,e,DR1TATOC,nutrients,dietary interview
DR1TATOC,Vitamin E as alpha-tocopherol (mg),DR1TOT_E,"Dietary Interview - Total Nutrient Intakes, First Day",2007,2008,Dietary,None,e,DR1TATOC,nutrients,dietary interview
DR1TATOC,Vitamin E as alpha-tocopherol (mg),DR1TOT_F,"Dietary Interview - Total Nutrient Intakes, First Day",2009,2010,Dietary,None,e,DR1TATOC,nutrients,dietary interview
DR1TATOC,Vitamin E as alpha-tocopherol (mg),DR1TOT_G,"Dietary Interview - Total Nutrient Intakes, First Day",2011,2012,Dietary,None,e,DR1TATOC,nutrients,dietary interview
DR1TATOC,Vitamin E as alpha-tocopherol (mg),DR1TOT_H,"Dietary Interview - Total Nutrient Intakes, First Day",2013,2014,Dietary,None,e,DR1TATOC,nutrients,dietary interview
DR1TATOC,Vitamin E as alpha-tocopherol (mg),DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None,e,DR1TATOC,nutrients,dietary interview
DR1TATOC,Vitamin E as alpha-tocopherol (mg),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None,e,DR1TATOC,nutrients,dietary interview
DR1TB12A,Added vitamin B12 (mcg),DR1TOT_C,"Dietary Interview - Total Nutrient Intakes, First Day",2003,2004,Dietary,None,e,DR1TB12A,nutrients,dietary interview
DR1TB12A,Added vitamin B12 (mcg),DR1TOT_D,"Dietary Interview - Total Nutrient Intakes, First Day",2005,2006,Dietary,None,e,DR1TB12A,nutrients,dietary interview
DR1TB12A,Added vitamin B12 (mcg),DR1TOT_E,"Dietary Interview - Total Nutrient Intakes, First Day",2007,2008,Dietary,None,e,DR1TB12A,nutrients,dietary interview
DR1TB12A,Added vitamin B12 (mcg),DR1TOT_F,"Dietary Interview - Total Nutrient Intakes, First Day",2009,2010,Dietary,None,e,DR1TB12A,nutrients,dietary interview
DR1TB12A,Added vitamin B12 (mcg),DR1TOT_G,"Dietary Interview - Total Nutrient Intakes, First Day",2011,2012,Dietary,None,e,DR1TB12A,nutrients,dietary interview
DR1TB12A,Added vitamin B12 (mcg),DR1TOT_H,"Dietary Interview - Total Nutrient Intakes, First Day",2013,2014,Dietary,None,e,DR1TB12A,nutrients,dietary interview
DR1TB12A,Added vitamin B12 (mcg),DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None,e,DR1TB12A,nutrients,dietary interview
DR1TB12A,Added vitamin B12 (mcg),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None,e,DR1TB12A,nutrients,dietary interview
DR1TBCAR,Beta-carotene (mcg),DR1TOT_C,"Dietary Interview - Total Nutrient Intakes, First Day",2003,2004,Dietary,None,e,DR1TBCAR,nutrients,dietary interview
DR1TBCAR,Beta-carotene (mcg),DR1TOT_D,"Dietary Interview - Total Nutrient Intakes, First Day",2005,2006,Dietary,None,e,DR1TBCAR,nutrients,dietary interview
DR1TBCAR,Beta-carotene (mcg),DR1TOT_E,"Dietary Interview - Total Nutrient Intakes, First Day",2007,2008,Dietary,None,e,DR1TBCAR,nutrients,dietary interview
DR1TBCAR,Beta-carotene (mcg),DR1TOT_F,"Dietary Interview - Total Nutrient Intakes, First Day",2009,2010,Dietary,None,e,DR1TBCAR,nutrients,dietary interview
DR1TBCAR,Beta-carotene (mcg),DR1TOT_G,"Dietary Interview - Total Nutrient Intakes, First Day",2011,2012,Dietary,None,e,DR1TBCAR,nutrients,dietary interview
DR1TBCAR,Beta-carotene (mcg),DR1TOT_H,"Dietary Interview - Total Nutrient Intakes, First Day",2013,2014,Dietary,None,e,DR1TBCAR,nutrients,dietary interview
DR1TBCAR,Beta-carotene (mcg),DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None,e,DR1TBCAR,nutrients,dietary interview
DR1TBCAR,Beta-carotene (mcg),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None,e,DR1TBCAR,nutrients,dietary interview
DR1TCAFF,Caffeine (mg),DR1TOT_C,"Dietary Interview - Total Nutrient Intakes, First Day",2003,2004,Dietary,None,e,DR1TCAFF,nutrients,dietary interview
DR1TCAFF,Caffeine (mg),DR1TOT_D,"Dietary Interview - Total Nutrient Intakes, First Day",2005,2006,Dietary,None,e,DR1TCAFF,nutrients,dietary interview
DR1TCAFF,Caffeine (mg),DR1TOT_E,"Dietary Interview - Total Nutrient Intakes, First Day",2007,2008,Dietary,None,e,DR1TCAFF,nutrients,dietary interview
DR1TCAFF,Caffeine (mg),DR1TOT_F,"Dietary Interview - Total Nutrient Intakes, First Day",2009,2010,Dietary,None,e,DR1TCAFF,nutrients,dietary interview
DR1TCAFF,Caffeine (mg),DR1TOT_G,"Dietary Interview - Total Nutrient Intakes, First Day",2011,2012,Dietary,None,e,DR1TCAFF,nutrients,dietary interview
DR1TCAFF,Caffeine (mg),DR1TOT_H,"Dietary Interview - Total Nutrient Intakes, First Day",2013,2014,Dietary,None,e,DR1TCAFF,nutrients,dietary interview
DR1TCAFF,Caffeine (mg),DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None,e,DR1TCAFF,nutrients,dietary interview
DR1TCAFF,Caffeine (mg),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None,e,DR1TCAFF,nutrients,dietary interview
DR1TCALC,Calcium (mg),DR1TOT_C,"Dietary Interview - Total Nutrient Intakes, First Day",2003,2004,Dietary,None,e,DR1TCALC,nutrients,dietary interview
DR1TCALC,Calcium (mg),DR1TOT_D,"Dietary Interview - Total Nutrient Intakes, First Day",2005,2006,Dietary,None,e,DR1TCALC,nutrients,dietary interview
DR1TCALC,Calcium (mg),DR1TOT_E,"Dietary Interview - Total Nutrient Intakes, First Day",2007,2008,Dietary,None,e,DR1TCALC,nutrients,dietary interview
DR1TCALC,Calcium (mg),DR1TOT_F,"Dietary Interview - Total Nutrient Intakes, First Day",2009,2010,Dietary,None,e,DR1TCALC,nutrients,dietary interview
DR1TCALC,Calcium (mg),DR1TOT_G,"Dietary Interview - Total Nutrient Intakes, First Day",2011,2012,Dietary,None,e,DR1TCALC,nutrients,dietary interview
DR1TCALC,Calcium (mg),DR1TOT_H,"Dietary Interview - Total Nutrient Intakes, First Day",2013,2014,Dietary,None,e,DR1TCALC,nutrients,dietary interview
DR1TCALC,Calcium (mg),DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None,e,DR1TCALC,nutrients,dietary interview
DR1TCALC,Calcium (mg),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None,e,DR1TCALC,nutrients,dietary interview
DR1TCARB,Carbohydrate (gm),DR1TOT_C,"Dietary Interview - Total Nutrient Intakes, First Day",2003,2004,Dietary,None,e,DR1TCARB,nutrients,dietary interview
DR1TCARB,Carbohydrate (gm),DR1TOT_D,"Dietary Interview - Total Nutrient Intakes, First Day",2005,2006,Dietary,None,e,DR1TCARB,nutrients,dietary interview
DR1TCARB,Carbohydrate (gm),DR1TOT_E,"Dietary Interview - Total Nutrient Intakes, First Day",2007,2008,Dietary,None,e,DR1TCARB,nutrients,dietary interview
DR1TCARB,Carbohydrate (gm),DR1TOT_F,"Dietary Interview - Total Nutrient Intakes, First Day",2009,2010,Dietary,None,e,DR1TCARB,nutrients,dietary interview
DR1TCARB,Carbohydrate (gm),DR1TOT_G,"Dietary Interview - Total Nutrient Intakes, First Day",2011,2012,Dietary,None,e,DR1TCARB,nutrients,dietary interview
DR1TCARB,Carbohydrate (gm),DR1TOT_H,"Dietary Interview - Total Nutrient Intakes, First Day",2013,2014,Dietary,None,e,DR1TCARB,nutrients,dietary interview
DR1TCARB,Carbohydrate (gm),DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None,e,DR1TCARB,nutrients,dietary interview
DR1TCARB,Carbohydrate (gm),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None,e,DR1TCARB,nutrients,dietary interview
DR1TCHOL,Cholesterol (mg),DR1TOT_C,"Dietary Interview - Total Nutrient Intakes, First Day",2003,2004,Dietary,None,e,DR1TCHOL,nutrients,dietary interview
DR1TCHOL,Cholesterol (mg),DR1TOT_D,"Dietary Interview - Total Nutrient Intakes, First Day",2005,2006,Dietary,None,e,DR1TCHOL,nutrients,dietary interview
DR1TCHOL,Cholesterol (mg),DR1TOT_E,"Dietary Interview - Total Nutrient Intakes, First Day",2007,2008,Dietary,None,e,DR1TCHOL,nutrients,dietary interview
DR1TCHOL,Cholesterol (mg),DR1TOT_F,"Dietary Interview - Total Nutrient Intakes, First Day",2009,2010,Dietary,None,e,DR1TCHOL,nutrients,dietary interview
DR1TCHOL,Cholesterol (mg),DR1TOT_G,"Dietary Interview - Total Nutrient Intakes, First Day",2011,2012,Dietary,None,e,DR1TCHOL,nutrients,dietary interview
DR1TCHOL,Cholesterol (mg),DR1TOT_H,"Dietary Interview - Total Nutrient Intakes, First Day",2013,2014,Dietary,None,e,DR1TCHOL,nutrients,dietary interview
DR1TCHOL,Cholesterol (mg),DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None,e,DR1TCHOL,nutrients,dietary interview
DR1TCHOL,Cholesterol (mg),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None,e,DR1TCHOL,nutrients,dietary interview
DR1TCOPP,Copper (mg),DR1TOT_C,"Dietary Interview - Total Nutrient Intakes, First Day",2003,2004,Dietary,None,e,DR1TCOPP,nutrients,dietary interview
DR1TCOPP,Copper (mg),DR1TOT_D,"Dietary Interview - Total Nutrient Intakes, First Day",2005,2006,Dietary,None,e,DR1TCOPP,nutrients,dietary interview
DR1TCOPP,Copper (mg),DR1TOT_E,"Dietary Interview - Total Nutrient Intakes, First Day",2007,2008,Dietary,None,e,DR1TCOPP,nutrients,dietary interview
DR1TCOPP,Copper (mg),DR1TOT_F,"Dietary Interview - Total Nutrient Intakes, First Day",2009,2010,Dietary,None,e,DR1TCOPP,nutrients,dietary interview
DR1TCOPP,Copper (mg),DR1TOT_G,"Dietary Interview - Total Nutrient Intakes, First Day",2011,2012,Dietary,None,e,DR1TCOPP,nutrients,dietary interview
DR1TCOPP,Copper (mg),DR1TOT_H,"Dietary Interview - Total Nutrient Intakes, First Day",2013,2014,Dietary,None,e,DR1TCOPP,nutrients,dietary interview
DR1TCOPP,Copper (mg),DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None,e,DR1TCOPP,nutrients,dietary interview
DR1TCOPP,Copper (mg),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None,e,DR1TCOPP,nutrients,dietary interview
DR1TCRYP,Beta-cryptoxanthin (mcg),DR1TOT_C,"Dietary Interview - Total Nutrient Intakes, First Day",2003,2004,Dietary,None,e,DR1TCRYP,nutrients,dietary interview
DR1TCRYP,Beta-cryptoxanthin (mcg),DR1TOT_D,"Dietary Interview - Total Nutrient Intakes, First Day",2005,2006,Dietary,None,e,DR1TCRYP,nutrients,dietary interview
DR1TCRYP,Beta-cryptoxanthin (mcg),DR1TOT_E,"Dietary Interview - Total Nutrient Intakes, First Day",2007,2008,Dietary,None,e,DR1TCRYP,nutrients,dietary interview
DR1TCRYP,Beta-cryptoxanthin (mcg),DR1TOT_F,"Dietary Interview - Total Nutrient Intakes, First Day",2009,2010,Dietary,None,e,DR1TCRYP,nutrients,dietary interview
DR1TCRYP,Beta-cryptoxanthin (mcg),DR1TOT_G,"Dietary Interview - Total Nutrient Intakes, First Day",2011,2012,Dietary,None,e,DR1TCRYP,nutrients,dietary interview
DR1TCRYP,Beta-cryptoxanthin (mcg),DR1TOT_H,"Dietary Interview - Total Nutrient Intakes, First Day",2013,2014,Dietary,None,e,DR1TCRYP,nutrients,dietary interview
DR1TCRYP,Beta-cryptoxanthin (mcg),DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None,e,DR1TCRYP,nutrients,dietary interview
DR1TCRYP,Beta-cryptoxanthin (mcg),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None,e,DR1TCRYP,nutrients,dietary interview
DR1TFA,Folic acid (mcg),DR1TOT_C,"Dietary Interview - Total Nutrient Intakes, First Day",2003,2004,Dietary,None,e,DR1TFA,nutrients,dietary interview
DR1TFA,Folic acid (mcg),DR1TOT_D,"Dietary Interview - Total Nutrient Intakes, First Day",2005,2006,Dietary,None,e,DR1TFA,nutrients,dietary interview
DR1TFA,Folic acid (mcg),DR1TOT_E,"Dietary Interview - Total Nutrient Intakes, First Day",2007,2008,Dietary,None,e,DR1TFA,nutrients,dietary interview
DR1TFA,Folic acid (mcg),DR1TOT_F,"Dietary Interview - Total Nutrient Intakes, First Day",2009,2010,Dietary,None,e,DR1TFA,nutrients,dietary interview
DR1TFA,Folic acid (mcg),DR1TOT_G,"Dietary Interview - Total Nutrient Intakes, First Day",2011,2012,Dietary,None,e,DR1TFA,nutrients,dietary interview
DR1TFA,Folic acid (mcg),DR1TOT_H,"Dietary Interview - Total Nutrient Intakes, First Day",2013,2014,Dietary,None,e,DR1TFA,nutrients,dietary interview
DR1TFA,Folic acid (mcg),DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None,e,DR1TFA,nutrients,dietary interview
DR1TFA,Folic acid (mcg),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None,e,DR1TFA,nutrients,dietary interview
DR1TFDFE,Folate as dietary folate equivalents (mcg),DR1TOT_C,"Dietary Interview - Total Nutrient Intakes, First Day",2003,2004,Dietary,None,e,DR1TFDFE,nutrients,dietary interview
DR1TFDFE,Folate as dietary folate equivalents (mcg),DR1TOT_D,"Dietary Interview - Total Nutrient Intakes, First Day",2005,2006,Dietary,None,e,DR1TFDFE,nutrients,dietary interview
DR1TFDFE,Folate as dietary folate equivalents (mcg),DR1TOT_E,"Dietary Interview - Total Nutrient Intakes, First Day",2007,2008,Dietary,None,e,DR1TFDFE,nutrients,dietary interview
DR1TFDFE,Folate as dietary folate equivalents (mcg),DR1TOT_F,"Dietary Interview - Total Nutrient Intakes, First Day",2009,2010,Dietary,None,e,DR1TFDFE,nutrients,dietary interview
DR1TFDFE,Folate as dietary folate equivalents (mcg),DR1TOT_G,"Dietary Interview - Total Nutrient Intakes, First Day",2011,2012,Dietary,None,e,DR1TFDFE,nutrients,dietary interview
DR1TFDFE,Folate as dietary folate equivalents (mcg),DR1TOT_H,"Dietary Interview - Total Nutrient Intakes, First Day",2013,2014,Dietary,None,e,DR1TFDFE,nutrients,dietary interview
DR1TFDFE,Folate as dietary folate equivalents (mcg),DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None,e,DR1TFDFE,nutrients,dietary interview
DR1TFDFE,Folate as dietary folate equivalents (mcg),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None,e,DR1TFDFE,nutrients,dietary interview
DR1TFF,Food folate (mcg),DR1TOT_C,"Dietary Interview - Total Nutrient Intakes, First Day",2003,2004,Dietary,None,e,DR1TFF,nutrients,dietary interview
DR1TFF,Food folate (mcg),DR1TOT_D,"Dietary Interview - Total Nutrient Intakes, First Day",2005,2006,Dietary,None,e,DR1TFF,nutrients,dietary interview
DR1TFF,Food folate (mcg),DR1TOT_E,"Dietary Interview - Total Nutrient Intakes, First Day",2007,2008,Dietary,None,e,DR1TFF,nutrients,dietary interview
DR1TFF,Food folate (mcg),DR1TOT_F,"Dietary Interview - Total Nutrient Intakes, First Day",2009,2010,Dietary,None,e,DR1TFF,nutrients,dietary interview
DR1TFF,Food folate (mcg),DR1TOT_G,"Dietary Interview - Total Nutrient Intakes, First Day",2011,2012,Dietary,None,e,DR1TFF,nutrients,dietary interview
DR1TFF,Food folate (mcg),DR1TOT_H,"Dietary Interview - Total Nutrient Intakes, First Day",2013,2014,Dietary,None,e,DR1TFF,nutrients,dietary interview
DR1TFF,Food folate (mcg),DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None,e,DR1TFF,nutrients,dietary interview
DR1TFF,Food folate (mcg),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None,e,DR1TFF,nutrients,dietary interview
DR1TFIBE,Dietary fiber (gm),DR1TOT_C,"Dietary Interview - Total Nutrient Intakes, First Day",2003,2004,Dietary,None,e,DR1TFIBE,nutrients,dietary interview
DR1TFIBE,Dietary fiber (gm),DR1TOT_D,"Dietary Interview - Total Nutrient Intakes, First Day",2005,2006,Dietary,None,e,DR1TFIBE,nutrients,dietary interview
DR1TFIBE,Dietary fiber (gm),DR1TOT_E,"Dietary Interview - Total Nutrient Intakes, First Day",2007,2008,Dietary,None,e,DR1TFIBE,nutrients,dietary interview
DR1TFIBE,Dietary fiber (gm),DR1TOT_F,"Dietary Interview - Total Nutrient Intakes, First Day",2009,2010,Dietary,None,e,DR1TFIBE,nutrients,dietary interview
DR1TFIBE,Dietary fiber (gm),DR1TOT_G,"Dietary Interview - Total Nutrient Intakes, First Day",2011,2012,Dietary,None,e,DR1TFIBE,nutrients,dietary interview
DR1TFIBE,Dietary fiber (gm),DR1TOT_H,"Dietary Interview - Total Nutrient Intakes, First Day",2013,2014,Dietary,None,e,DR1TFIBE,nutrients,dietary interview
DR1TFIBE,Dietary fiber (gm),DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None,e,DR1TFIBE,nutrients,dietary interview
DR1TFIBE,Dietary fiber (gm),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None,e,DR1TFIBE,nutrients,dietary interview
DR1TFOLA,Total Folate (mcg),DR1TOT_C,"Dietary Interview - Total Nutrient Intakes, First Day",2003,2004,Dietary,None,e,DR1TFOLA,nutrients,dietary interview
DR1TFOLA,Total folate (mcg),DR1TOT_D,"Dietary Interview - Total Nutrient Intakes, First Day",2005,2006,Dietary,None,e,DR1TFOLA,nutrients,dietary interview
DR1TFOLA,Total folate (mcg),DR1TOT_E,"Dietary Interview - Total Nutrient Intakes, First Day",2007,2008,Dietary,None,e,DR1TFOLA,nutrients,dietary interview
DR1TFOLA,Total folate (mcg),DR1TOT_F,"Dietary Interview - Total Nutrient Intakes, First Day",2009,2010,Dietary,None,e,DR1TFOLA,nutrients,dietary interview
DR1TFOLA,Total folate (mcg),DR1TOT_G,"Dietary Interview - Total Nutrient Intakes, First Day",2011,2012,Dietary,None,e,DR1TFOLA,nutrients,dietary interview
DR1TFOLA,Total folate (mcg),DR1TOT_H,"Dietary Interview - Total Nutrient Intakes, First Day",2013,2014,Dietary,None,e,DR1TFOLA,nutrients,dietary interview
DR1TFOLA,Total folate (mcg),DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None,e,DR1TFOLA,nutrients,dietary interview
DR1TFOLA,Total folate (mcg),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None,e,DR1TFOLA,nutrients,dietary interview
DR1TIRON,Iron (mg),DR1TOT_C,"Dietary Interview - Total Nutrient Intakes, First Day",2003,2004,Dietary,None,e,DR1TIRON,nutrients,dietary interview
DR1TIRON,Iron (mg),DR1TOT_D,"Dietary Interview - Total Nutrient Intakes, First Day",2005,2006,Dietary,None,e,DR1TIRON,nutrients,dietary interview
DR1TIRON,Iron (mg),DR1TOT_E,"Dietary Interview - Total Nutrient Intakes, First Day",2007,2008,Dietary,None,e,DR1TIRON,nutrients,dietary interview
DR1TIRON,Iron (mg),DR1TOT_F,"Dietary Interview - Total Nutrient Intakes, First Day",2009,2010,Dietary,None,e,DR1TIRON,nutrients,dietary interview
DR1TIRON,Iron (mg),DR1TOT_G,"Dietary Interview - Total Nutrient Intakes, First Day",2011,2012,Dietary,None,e,DR1TIRON,nutrients,dietary interview
DR1TIRON,Iron (mg),DR1TOT_H,"Dietary Interview - Total Nutrient Intakes, First Day",2013,2014,Dietary,None,e,DR1TIRON,nutrients,dietary interview
DR1TIRON,Iron (mg),DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None,e,DR1TIRON,nutrients,dietary interview
DR1TIRON,Iron (mg),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None,e,DR1TIRON,nutrients,dietary interview
DR1TKCAL,Energy (kcal),DR1TOT_C,"Dietary Interview - Total Nutrient Intakes, First Day",2003,2004,Dietary,None,e,DR1TKCAL,nutrients,dietary interview
DR1TKCAL,Energy (kcal),DR1TOT_D,"Dietary Interview - Total Nutrient Intakes, First Day",2005,2006,Dietary,None,e,DR1TKCAL,nutrients,dietary interview
DR1TKCAL,Energy (kcal),DR1TOT_E,"Dietary Interview - Total Nutrient Intakes, First Day",2007,2008,Dietary,None,e,DR1TKCAL,nutrients,dietary interview
DR1TKCAL,Energy (kcal),DR1TOT_F,"Dietary Interview - Total Nutrient Intakes, First Day",2009,2010,Dietary,None,e,DR1TKCAL,nutrients,dietary interview
DR1TKCAL,Energy (kcal),DR1TOT_G,"Dietary Interview - Total Nutrient Intakes, First Day",2011,2012,Dietary,None,e,DR1TKCAL,nutrients,dietary interview
DR1TKCAL,Energy (kcal),DR1TOT_H,"Dietary Interview - Total Nutrient Intakes, First Day",2013,2014,Dietary,None,e,DR1TKCAL,nutrients,dietary interview
DR1TKCAL,Energy (kcal),DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None,e,DR1TKCAL,nutrients,dietary interview
DR1TKCAL,Energy (kcal),DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,Dietary,None,e,DR1TKCAL,nutrients,dietary interview
DR1TLYCO,Lycopene (mcg),DR1TOT_C,"Dietary Interview - Total Nutrient Intakes, First Day",2003,2004,Dietary,None,e,DR1TLYCO,nutrients,dietary interview
DR1TLYCO,Lycopene (mcg),DR1TOT_D,"Dietary Interview - Total Nutrient Intakes, First Day",2005,2006,Dietary,None,e,DR1TLYCO,nutrients,dietary interview
DR1TLYCO,Lycopene (mcg),DR1TOT_E,"Dietary Interview - Total Nutrient Intakes, First Day",2007,2008,Dietary,None,e,DR1TLYCO,nutrients,dietary interview
DR1TLYCO,Lycopene (mcg),DR1TOT_F,"Dietary Interview - Total Nutrient Intakes, First Day",2009,2010,Dietary,None,e,DR1TLYCO,nutrients,dietary interview
